N,P,K,temperature,humidity,ph,rainfall,label,soil_moisture,light_intensity,growth_factor,growth_trigger
36,29,13,20.68185224,90.91510525,7.829507245,109.7513927,orange,50.24,5539.53,0.79,0
37,23,12,31.52675982,90.50621806,6.395258356,113.1169398,orange,35.6,8210.45,0.58,0
39,9,15,25.35467646,91.81183218,7.992041984,116.7555937,orange,61.1,6465.25,0.72,1
31,5,14,17.66545409,91.69865887,6.583411671,110.6857506,orange,61.09,7598.15,0.74,0
18,12,8,12.59093977,91.81668769,6.206053072,119.39167179999998,orange,48.77,1586.55,0.85,0
20,20,10,11.86631922,93.68394562,6.976997772000001,106.060149,orange,44.21,6007.61,0.69,0
5,8,5,11.03367937,92.22706805,6.562594972,112.7715925,orange,57.81,2895.8,0.96,0
20,8,12,25.2990432,94.96419851,7.260416405,117.9733424,orange,42.2,5369.88,0.63,1
25,21,11,32.23797837,90.15406807,6.460044777999999,104.7052254,orange,40.96,6578.72,0.8,1
14,19,14,17.68408797,94.35815354,6.699164936,108.0638166,orange,64.86,3195.1,0.9,0
37,18,12,10.2708877,90.19147747,7.401121811,106.69552040000002,orange,44.34,4489.98,0.88,0
26,15,6,17.22034507,94.78797376,6.912033409,108.0054343,orange,60.53,3466.67,0.37,0
13,22,5,19.667056,90.50096668,7.764040111,100.1737964,orange,47.79,3047.4,0.59,0
32,25,9,10.35609594,93.75652041,7.796034006,101.1456947,orange,58.08,5928.81,0.42,0
19,7,9,27.255435,91.71369387,6.969883482999999,101.139435,orange,49.95,8374.68,0.53,1
28,7,9,34.591784600000004,92.13229786,6.730757538,115.5650287,orange,34.08,8827.77,0.74,0
24,30,11,32.39523995,94.51768464,6.601395755,113.25373,orange,37.12,2140.44,0.81,0
7,17,10,10.16431299,91.22320999,6.465913274,106.362551,orange,30.21,6491.76,0.92,0
18,23,8,21.49118657,93.43949693,6.41354791,101.4819888,orange,53.71,4580.17,0.89,0
7,20,12,16.53460397,94.76759975,6.475275337,110.0447896,orange,52.68,6165.51,0.59,0
20,23,11,31.8520694,90.12220323,6.407715561,109.9455062,orange,62.51,1366.16,0.31,1
18,14,11,28.04799508,90.00621688,6.550814117000001,117.1311498,orange,34.05,8613.09,0.91,0
34,11,10,31.75048899,94.59551226,7.36220835,115.1989301,orange,64.03,4773.82,0.69,1
20,29,10,29.07412717,93.27189064,7.36549204,100.7896871,orange,32.13,3256.87,0.51,0
37,24,13,19.14381903,90.71037456,7.8546243,108.0230792,orange,58.01,3848.59,0.97,0
12,8,10,16.14820285,91.4448027,7.995848977,107.4287664,orange,60.54,9969.73,0.62,0
34,10,14,34.05296914,92.05811721,6.725600855,116.8020848,orange,47.82,8484.58,0.33,1
6,13,9,34.51423957,90.56151463,7.786725333,118.32719679999998,orange,38.47,9436.75,1.0,0
27,30,5,32.71748548,90.54608254,7.656978112000001,113.328978,orange,48.77,3972.9,0.41,1
13,8,12,25.16296632,92.54736032,7.105904818,114.3117197,orange,58.85,2801.91,0.87,1
6,7,7,27.68167318,94.47316879,7.199106204,113.9995146,orange,53.0,3146.09,0.43,1
40,17,15,21.35093384,90.9492967,7.871063004,107.0862095,orange,49.06,8778.61,0.84,0
31,26,9,11.69894639,93.25638873,7.566165721,103.2005992,orange,47.72,6705.67,0.31,0
61,68,50,35.21462816,91.49725058,6.7932454170000005,243.0745066,papaya,66.02,8800.12,0.85,1
58,46,45,42.39413392,90.79028064,6.576261427,88.46607497,papaya,39.97,9551.37,0.86,0
45,47,55,38.4191628,91.14220381,6.751452932,119.2653877,papaya,51.65,9083.9,0.83,1
39,65,53,35.33294932,92.11508608,6.560743092999999,235.6133585,papaya,34.77,9348.53,0.54,0
31,68,45,42.92325255,90.07600528,6.938313356,196.2408242,papaya,43.19,3948.47,0.52,1
70,68,45,33.83508569,92.85470152,6.991626158,203.4044028,papaya,30.16,2324.09,0.35,0
68,62,50,33.20258348,92.76437927,6.977700268,197.5282582,papaya,41.91,8508.22,0.79,1
34,65,47,23.48546973,93.71043692,6.833768535,191.7760562,papaya,30.13,3574.35,0.54,0
38,68,54,29.33710543,90.81781439,6.739170045,202.0572747,papaya,34.1,9615.61,0.42,0
69,64,47,40.21199348,94.50766912,6.993473247000001,186.6762324,papaya,58.21,3842.24,0.95,1
58,51,47,42.13473976,91.70445386,6.757470637000001,197.402901,papaya,52.2,7186.71,0.96,1
59,47,53,32.86316618,91.4618874,6.8506632320000005,47.271547,papaya,61.96,8318.73,0.9,1
44,64,54,29.80744318,91.38048469,6.74274935,232.7046126,papaya,43.94,2183.83,0.85,1
56,57,48,31.56213762,93.0484859,6.506120752,63.62250788,papaya,34.33,1948.12,0.53,0
69,60,54,36.32268069,93.06134398,6.98992719,141.1736926,papaya,34.26,3182.77,0.82,0
56,58,49,37.13165026,94.60761797,6.69215564,172.47880619999995,papaya,66.91,2826.98,0.53,1
49,55,53,38.4418717,93.63739039,6.544029776,77.71566883,papaya,40.55,9409.18,0.96,1
38,51,52,32.66160599,90.78931681,6.927803911,78.85085502,papaya,39.0,4380.59,0.71,0
54,65,47,27.92765919,91.55594211,6.721835879,149.91075569999995,papaya,32.26,3973.94,0.33,0
57,57,51,39.01793345,91.48815629,6.99223441,105.8841531,papaya,33.97,1799.33,0.75,0
39,52,53,32.51247398,94.65904123,6.704204398,51.07048113,papaya,57.5,9291.96,0.56,1
58,67,45,38.72382798,91.72514851,6.702424548,62.62377075,papaya,42.76,8915.38,0.79,1
61,64,52,43.30204933,92.83405443,6.641098708,110.562229,papaya,57.97,7752.75,0.64,1
34,62,55,27.58548913,90.72526502,6.585346229,238.5008779,papaya,65.5,7737.27,0.7,1
31,48,45,40.78881819,92.90951393,6.563134737,132.7923586,papaya,30.95,1046.63,0.8,0
47,46,52,23.19451074,91.40301608,6.502289472999999,206.3999208,papaya,55.91,4377.07,0.78,0
32,68,52,32.68067385,92.61715632,6.800321319,248.8592986,papaya,66.04,8896.54,0.97,1
36,59,46,34.28879307,93.61082872,6.721130542999999,127.2509777,papaya,57.11,2498.47,0.44,1
61,51,51,39.30050027,94.16193416,6.574677594,120.9512466,papaya,40.72,5487.13,0.79,1
70,54,46,39.73149053,91.12220596,6.919342407,122.7628653,papaya,65.82,4391.95,0.79,1
44,56,49,39.23342464,91.25589286,6.519779582999999,64.4478499,papaya,44.46,8659.27,0.89,1
34,68,51,27.34734861,94.17756725,6.687088097999999,40.35153141,papaya,35.22,5346.67,0.75,0
50,59,47,40.76998685,92.09278584,6.747975732,209.8678411,papaya,55.31,9033.36,0.69,1
39,70,52,26.26559543,90.79668055,6.65149129,59.49373381,papaya,40.51,3362.67,0.68,1
34,61,49,28.12971499,93.3210737,6.502675132,117.8201907,papaya,32.45,7792.06,0.78,0
44,60,55,34.2804607,90.55561637,6.825371185,98.54047745,papaya,32.81,5615.31,0.92,0
31,62,52,33.7960155,93.00754254,6.99104104,182.026807,papaya,57.18,7782.83,0.52,1
65,62,51,31.53243779,90.87394933,6.5116248410000015,207.0735119,papaya,37.85,5425.41,0.91,0
44,57,53,42.30495821,90.51431779,6.93172108,74.876786,papaya,39.61,9038.26,0.62,0
50,47,48,24.63676897,90.61964344,6.712772332999999,218.2299187,papaya,60.88,3682.2,0.64,0
43,50,48,28.28222883,91.37059792,6.63016515,179.27208069999998,papaya,64.52,5423.95,0.98,1
60,46,53,24.48620746,92.98254537,6.761953186,183.49095,papaya,59.56,4587.35,0.57,0
70,68,55,42.84609252,94.63548176,6.691202286,78.80996390000001,papaya,61.18,7042.1,0.39,1
59,62,52,43.67549305,93.10887229,6.608667683999999,103.8235658,papaya,40.83,7465.49,0.72,1
60,58,51,42.07213781,92.92203105,6.840802254,165.7412972,papaya,65.24,6549.02,0.97,1
42,60,47,33.46873719,92.12746225,6.834808347999999,136.8277041,papaya,46.35,6534.99,0.93,1
35,66,47,31.7018373,91.66232213,6.953439161,48.83810592,papaya,67.6,7947.14,0.98,1
34,65,48,41.41968393,90.03863107,6.665024507999999,199.3096432,papaya,32.14,4804.43,0.71,0
36,54,46,42.54744013,94.94482086,6.662875839,214.41038480000003,papaya,49.7,3852.68,0.84,1
39,64,52,28.91842453,94.63676767,6.678695788,63.68794608,papaya,52.44,7121.48,0.64,1
37,52,47,43.08022702,93.90305729,6.54277684,211.8529059,papaya,37.59,4011.07,0.77,0
33,47,46,29.20300896,93.96834049,6.839443833,209.4083305,papaya,64.6,5908.96,0.87,1
34,48,48,41.04224355,91.37258067,6.805277038,181.527598,papaya,39.54,4628.51,0.68,0
49,54,50,25.62446619,93.18240298,6.762522087000001,97.26336657,papaya,41.41,8193.91,0.99,1
40,65,49,35.32876402,91.06138506,6.678449317999999,163.9069365,papaya,34.89,5519.16,0.8,0
68,52,49,24.42561272,92.27749066,6.577192175,63.35298768,papaya,31.55,5464.75,0.69,0
50,46,52,31.18298415,90.21646909,6.734005647999999,54.01872359,papaya,68.07,1324.44,0.5,1
65,63,50,31.88342554,91.3256535,6.524459342,79.27201575,papaya,47.74,6794.45,0.99,1
40,49,47,42.93368602,91.1756748,6.501521192,246.36132680000003,papaya,65.48,8354.62,0.86,1
42,53,48,23.11407669,94.31994776,6.758479569,231.5153161,papaya,52.05,6539.96,0.7,0
49,55,51,24.87212063,93.90560147,6.676578778,135.16945249999998,papaya,58.36,8400.12,0.39,0
59,62,49,43.36051537,93.35191636,6.941496806,114.778071,papaya,59.09,2872.77,0.36,1
63,58,47,26.83054058,90.75379971,6.864143752,144.66564440000005,papaya,67.91,1424.32,0.39,1
70,65,52,30.42012134,93.12659793,6.583528529,75.95295,papaya,54.32,6251.12,0.84,1
63,50,52,28.64555584,93.22642604,6.751747609,115.8163936,papaya,68.55,1687.0,0.68,1
40,64,47,32.50037548,93.47888842,6.893509446,71.73759526,papaya,32.23,7322.13,0.35,0
63,58,50,43.03714283,94.6428898,6.720744449,41.5856585,papaya,66.52,2387.36,0.6,1
45,58,49,30.10773379,90.34546355,6.827812549,75.24521981,papaya,64.74,5338.79,0.32,1
66,69,47,23.69212243,93.61055571,6.912299695,87.53393983,papaya,45.69,7906.3,0.78,0
54,67,52,35.67667332,93.30641944,6.586107335,141.3381168,papaya,65.48,2168.03,0.49,1
69,67,52,27.71948962,94.43877142,6.827305908,82.83061083,papaya,57.57,1086.36,0.59,1
67,68,49,35.26824831,92.38282957,6.821774589,149.8488208,papaya,43.12,9182.22,0.63,1
45,57,47,23.16855863,90.78821158,6.656458831,161.68920930000004,papaya,60.72,3219.87,0.4,0
56,50,52,33.08706051,92.25197542,6.770384816,88.1300769,papaya,55.17,9583.5,0.31,1
70,50,53,37.4620912,90.44967809,6.933809742999999,172.3458448,papaya,57.85,7552.82,0.9,1
44,47,45,38.73218907,94.73613484,6.579441304,218.142147,papaya,68.06,7904.62,0.33,1
50,60,47,32.57720726,92.74889453,6.92791761,93.7942847,papaya,42.97,8723.7,0.42,1
52,51,53,38.38231475,93.10378595,6.985804083,210.2735346,papaya,47.71,8144.77,0.46,1
35,68,45,42.93605359,90.09448142,6.612429546,234.8466111,papaya,56.96,9591.8,0.81,1
68,69,52,25.65492304,92.74501561,6.813383387000001,52.95477913,papaya,49.65,8428.77,0.41,1
32,55,52,37.58899717,91.99740365,6.967759599999999,159.6577388,papaya,64.15,6383.0,0.46,1
32,55,51,29.60718808,93.15642801,6.57398033,62.68710535,papaya,34.14,3719.73,0.4,0
48,62,47,25.34756111,93.02871078,6.803094965,174.40123369999995,papaya,36.08,6675.08,0.59,0
39,69,53,25.9300384,93.02357765,6.964955435,241.8202079,papaya,43.05,6484.79,0.49,1
49,61,45,32.76795887,94.57377401,6.764213299,240.4795923,papaya,47.05,5599.87,0.99,1
48,57,54,29.02328049,90.20396783,6.617703177999999,126.8069869,papaya,48.95,4285.52,0.92,1
69,66,49,40.00439101,90.17015833,6.52711001,92.11877372,papaya,60.45,2399.61,0.51,1
53,55,55,33.32315744,91.25271223,6.709668804,234.496633,papaya,40.87,3984.51,0.84,1
38,61,52,31.22790131,94.94021378,6.620729882000001,46.44279118,papaya,63.73,3697.11,0.32,1
57,64,55,26.68386496,92.9585411,6.583760498999999,62.50689682,papaya,37.2,4401.23,0.42,0
51,57,55,24.70528368,90.14732171,6.6764073370000006,108.4103158,papaya,44.48,6099.83,0.4,0
56,65,45,38.2016825,93.97379963,6.751298936,218.09088140000003,papaya,63.18,3958.05,0.55,1
54,66,52,36.56769731,93.79503425,6.867554147000001,104.4218596,papaya,56.56,7292.54,0.81,1
58,55,47,26.05375792,93.69111672,6.7424900270000006,240.6863901,papaya,31.69,4974.76,0.85,0
68,70,54,31.29986342,92.76039164,6.986228647000001,54.77830202,papaya,51.21,8545.08,0.33,1
42,59,55,40.10207731,94.35110201,6.979102243,149.1199989,papaya,58.61,3175.06,0.45,1
43,64,47,38.58954491,91.58076549,6.8256647820000005,102.2708231,papaya,60.11,4693.2,0.52,1
35,67,49,41.31330062,91.1508798,6.617066674,239.7427554,papaya,63.21,5100.24,0.47,1
56,59,55,37.03551903,91.79430166,6.551892637999999,188.5181422,papaya,42.31,5543.73,0.7,1
39,64,53,23.012401800000006,91.07355541,6.598860305,208.3357976,papaya,31.12,3065.31,0.49,0
18,30,29,26.762749300000007,92.86056895,6.4200187170000005,224.5903664,coconut,68.25,7711.83,0.97,1
37,23,28,25.61294367,94.3138837,5.7400545670000005,224.3206759,coconut,60.35,7297.01,0.51,1
13,28,33,28.130115000000004,95.64807631,5.686972967000001,151.0761899,coconut,62.57,8389.19,0.46,1
2,21,35,25.02887163,91.53720922,6.293662362999999,179.8248944,coconut,56.77,5924.18,0.79,1
10,18,35,27.79797651,99.64573002,6.381975465,181.6942283,coconut,57.77,4779.44,0.63,1
7,11,32,29.25902906,95.11294697,5.542169138999999,184.7624496,coconut,68.15,9338.07,0.53,1
39,5,31,27.10134661,93.69979946,5.551963184,150.9502632,coconut,34.11,4412.55,0.46,0
34,6,27,25.84726298,90.92669463,5.8607404810000014,147.8888994,coconut,40.85,7320.31,0.44,1
31,30,29,26.58580443,90.98617591,5.558807063,178.8116076,coconut,62.44,7194.83,0.76,1
25,7,35,28.38503882,99.18843684,5.55771171,189.67113490000003,coconut,31.39,7491.54,0.44,0
16,18,26,28.43647052,91.81320717,5.568365926,145.54144130000003,coconut,35.32,4333.42,0.31,0
26,10,33,28.27298134,96.93649473,6.07071786,198.8234862,coconut,48.96,6019.05,0.36,1
27,8,32,27.00648436,96.46168931,5.627860548999998,144.3331315,coconut,66.3,6649.39,0.34,1
37,18,30,27.63551259,99.34854917,6.38488418,157.91715369999997,coconut,42.92,1087.19,0.84,1
19,15,34,26.29644905,99.65809151,5.6858890660000005,215.9195049,coconut,52.81,3620.88,0.55,1
0,19,33,27.1326009,95.23797989,6.234458417000001,204.7206567,coconut,52.78,9979.11,0.47,1
31,20,26,25.56567803,97.61361544,6.443168642000001,199.7936345,coconut,48.61,5972.07,0.8,1
9,17,32,25.94951662,93.40548703,5.842317989,172.0540491,coconut,38.34,3002.08,0.72,0
22,11,29,28.03380598,95.01630593,5.955742971,218.0055713,coconut,38.05,5637.49,0.77,0
31,6,26,29.12859129,91.30924833,5.741367375,157.2388553,coconut,53.07,2245.23,0.45,1
34,6,30,27.0828252,97.00155491,5.948342571,171.7575545,coconut,32.92,3050.44,0.94,0
24,6,32,28.11321494,90.01734526,6.387067562,172.48136409999995,coconut,62.31,3264.71,0.31,1
1,8,26,27.5136304,94.18955816,5.562911913,156.6732553,coconut,30.16,4701.04,0.59,0
31,13,33,27.63834933,95.48763389,5.85971872,205.5463111,coconut,48.88,4358.53,0.63,1
10,9,28,29.01256899,94.01014388,6.282955072999999,150.05003119999995,coconut,68.48,2165.61,0.46,1
36,27,26,26.58413917,95.78923137,6.25449571,171.6262299,coconut,30.08,8934.72,0.39,0
38,24,33,28.28905147,97.00396405,5.973853124,142.9403233,coconut,56.19,2312.91,0.75,1
11,6,25,28.69164799,96.65248672,6.081568052000001,178.9635457,coconut,46.55,9591.74,0.84,1
16,14,30,29.70931288,96.30484325,6.37466756,209.84539930000005,coconut,37.72,8453.65,0.75,0
33,14,35,27.14865285,96.66355213,6.027707171,149.2433497,coconut,35.2,3063.65,0.44,0
16,6,29,29.28725038,91.95614918,5.868285082000001,132.1491176,coconut,35.24,4512.84,0.94,0
32,11,31,25.06871967,93.31410447,6.205931637999999,134.84190690000003,coconut,62.03,7268.51,0.49,1
38,14,30,26.92449525,91.20106019,5.5707453860000005,194.9022136,coconut,33.55,4806.76,0.95,0
8,6,33,28.27804288,93.64761266,6.095261012999999,171.9457959,coconut,44.71,3678.24,0.67,1
23,6,33,29.18032562,92.73041222,6.025789594,204.9603677,coconut,31.81,4334.46,0.73,0
29,25,35,28.3575072,91.64509299,5.542873799,160.73069909999995,coconut,55.94,4382.14,0.76,1
24,14,33,29.38072512,93.27565685,6.366219551,218.5241851,coconut,68.81,2293.09,0.47,1
32,12,30,25.39241091,98.08951196,5.579845008,218.080385,coconut,60.05,1680.96,0.79,1
30,25,31,26.31270635,98.62048026,5.804965067,208.1181381,coconut,32.04,7026.97,0.6,0
14,21,35,29.52501367,91.91185319,6.121005506,194.3100272,coconut,35.29,1989.13,0.42,0
27,22,29,28.83214859,92.17170353,6.000248647,145.41723869999996,coconut,69.87,9030.92,0.53,1
40,5,29,28.48444906,97.76865458,5.820978791,160.389421,coconut,50.56,5087.49,0.63,1
17,11,32,28.74013335,93.39676499,5.620733794,156.76508230000005,coconut,59.3,7126.94,0.91,1
30,30,35,25.00872392,95.59224018,6.001936419,165.8092179,coconut,46.6,5730.89,0.46,1
28,10,30,29.8690834,91.14723422,6.305740522000001,192.7678575,coconut,43.7,9873.66,0.48,1
39,7,29,27.54273211,94.59086121,6.362544111,150.2012138,coconut,53.4,2060.25,0.7,1
32,20,35,26.52166434,98.38227669,5.588655387,144.6261698,coconut,33.16,7083.95,0.83,0
7,15,32,25.03512351,95.89739958,6.182232762000001,174.796583,coconut,59.08,6175.05,0.57,1
29,17,29,29.20394909,95.66997327,5.959493188,211.2506267,coconut,38.19,9778.58,0.66,0
34,15,34,27.05826457,91.10510371,5.677282677999999,224.70069530000004,coconut,65.86,8792.9,0.93,1
14,23,25,26.18552389,96.96637916,5.6121227970000005,135.4186222,coconut,65.39,1937.25,0.41,1
18,19,29,27.59376845,92.48519606,6.206077742000001,162.8432736,coconut,65.38,8384.51,0.44,1
7,21,35,25.76011662,94.65830608,5.764812076,131.24514140000002,coconut,61.52,4540.83,0.76,1
24,27,34,28.87862994,95.11320315,6.203376525,145.0583117,coconut,34.83,9674.06,0.68,0
39,29,29,26.50908611,94.48414544,6.143662699,199.8778403,coconut,31.33,8094.45,0.88,0
29,8,28,26.87037587,91.72546257,6.100429497,214.4128874,coconut,55.3,2509.29,0.31,1
10,24,27,27.57283516,94.90485697,5.7084096010000005,145.9298935,coconut,36.45,7911.27,0.76,0
0,29,32,28.05912437,98.3670985,5.868255858,171.65163959999995,coconut,63.85,3766.9,0.33,1
32,11,31,29.51611558,92.56492864,6.461225827000001,131.2116167,coconut,46.26,6515.4,0.72,1
37,10,32,28.96318258,95.16333673,6.165084855,222.803013,coconut,64.91,8340.87,0.3,1
20,29,27,25.09897688,92.36099489,6.047044342,157.7592626,coconut,56.58,6390.75,0.33,1
31,29,35,27.1872282,92.19906776,6.137102505,141.3220576,coconut,60.08,5367.35,0.56,1
17,30,27,29.03065024,90.79093862,5.894027065,205.5720367,coconut,68.02,4005.99,0.63,1
1,12,30,27.754298,95.94643831,5.56222383,131.09000759999998,coconut,50.27,4381.22,0.5,1
6,13,29,27.31155708,99.96906006,5.832608027999999,201.8258633,coconut,63.71,1082.65,0.94,1
15,28,32,28.84270971,99.64328526,6.2185718739999984,224.4016682,coconut,51.08,7683.09,0.94,1
27,24,29,26.61423461,96.97300803,6.142010637,191.006688,coconut,63.14,5236.14,0.72,1
3,23,30,29.70143197,95.65754365,6.078807239,215.1968037,coconut,38.23,4032.51,0.92,0
8,26,26,25.54759871,91.64194826,5.702484758,212.867626,coconut,31.29,9617.02,0.56,0
20,28,26,26.37978453,91.49882979,5.547594847,167.0470997,coconut,46.94,5811.12,0.7,1
26,18,27,27.45907759,92.90736493,5.836075368,142.1430003,coconut,58.46,8724.84,0.99,1
1,6,35,27.02269204,95.71935435,6.231662767,147.16824590000004,coconut,52.67,8810.35,0.71,1
27,30,31,28.98545306,90.73966792,5.718120393,148.8398374,coconut,69.33,1431.3,0.71,1
23,7,34,26.1055118,91.52421214,5.852038202,134.1279669,coconut,65.15,2538.73,0.49,1
0,26,31,25.0707247,95.02156793,5.547933273,192.9036306,coconut,64.85,7055.23,0.94,1
38,6,25,25.54963273,96.92786777,6.156259104,191.2996157,coconut,41.5,2318.55,0.67,1
25,12,26,28.56973521,95.67906668,6.436314406,134.83703480000003,coconut,64.42,3899.71,0.72,1
40,5,32,26.07010807,96.7036223,5.981169595,143.533473,coconut,68.79,9481.74,0.5,1
0,19,31,25.51791333,94.38420565,6.271952832999999,178.7297725,coconut,42.6,5365.2,0.38,1
26,9,32,25.9490364,94.73860514,6.470465614,144.15711090000005,coconut,63.44,6059.25,0.99,1
35,30,34,28.2974764,95.41122824,6.141502001,182.4482352,coconut,61.44,6618.52,0.97,1
19,30,30,29.56549169,91.40896307,5.826381164,224.83157290000003,coconut,57.72,3481.7,0.75,1
31,13,33,29.69952329,95.21224392,6.342463714,148.30036919999995,coconut,68.65,8359.51,0.99,1
17,29,26,26.14162144,93.28415295,6.071897347,195.4115025,coconut,39.03,8176.12,0.57,0
2,30,30,26.00175125,94.79998418,6.331051715,209.540094,coconut,50.85,1154.29,0.65,1
30,13,25,27.15116142,91.48889469,6.413184638,164.9182225,coconut,52.44,3208.11,0.84,1
8,15,33,28.97318719,98.09861043,5.50158009,213.9011021,coconut,39.5,9397.42,0.49,0
18,12,35,26.13958446,96.38580769,6.338720873,131.3387935,coconut,43.86,5083.56,0.86,1
8,28,30,25.51618488,94.33465411,6.015672239,135.1272491,coconut,32.12,6751.63,0.51,0
40,22,29,27.55821802,99.98187601,5.735364307,174.62564809999995,coconut,64.06,4457.86,0.37,1
27,10,33,27.81132822,97.48410555,6.465906333,154.06212209999995,coconut,44.25,2815.6,0.47,1
21,20,31,25.60033702,99.7240104,5.855457599,165.82487319999996,coconut,43.76,2905.3,0.65,1
3,9,35,26.91641934,99.84671638,6.318552972999999,225.6323656,coconut,61.32,5040.24,0.58,1
22,16,27,29.1797902,90.27214288,6.006784979,188.9252083,coconut,68.71,9575.45,0.98,1
27,8,30,26.44600063,98.29937782,6.008386282999999,221.2258168,coconut,44.74,5518.09,0.63,1
22,8,33,28.43572863,95.8840407,5.665785202,203.9283708,coconut,53.9,2058.14,0.38,1
28,27,32,28.94099669,93.00109012,5.764615485,191.7723087,coconut,48.87,1480.66,0.78,1
23,21,26,26.45488737,93.45042636,5.901495543999999,149.2220255,coconut,38.01,4011.31,0.64,0
37,5,34,25.79490531,93.84150618,5.779032666,152.42387119999995,coconut,65.78,7557.97,0.92,1
19,26,29,26.93141945,98.80313612,5.67154928,166.5712879,coconut,53.35,3331.01,0.78,1
133,47,24,24.40228894,79.19732001,7.231324765,90.8022356,cotton,48.78,3492.4,0.61,0
136,36,20,23.09595631,84.86275707,6.925412377000001,71.29581071,cotton,50.57,6265.82,0.84,0
104,47,18,23.9656349,76.97696717,7.633437412,90.75616738,cotton,66.56,7471.77,0.58,0
133,47,23,24.88738107,75.62137159,6.827354668,89.76050416,cotton,65.98,1174.98,0.7,0
126,38,23,25.36243778,83.63276077,6.176716425,88.43618918,cotton,68.9,2806.52,0.99,1
126,50,19,24.69457084,81.7358876,6.6287228360000015,78.58494391,cotton,59.57,5287.3,0.69,0
113,41,20,25.0017188,80.53965818,7.256877571,96.32600992,cotton,46.68,4954.71,0.45,1
121,45,22,22.45942937,81.30681027,6.443785385,64.23026638,cotton,36.09,1749.21,0.37,0
121,47,16,23.60564038,79.29573149,7.7232401510000015,72.49800885,cotton,67.76,2666.83,0.51,0
129,60,22,24.58453146,79.12404171,5.947448589,71.94608134,cotton,42.64,9030.87,0.65,0
107,45,25,23.0865933,83.55546146,7.2277455160000015,71.84080724,cotton,48.09,8423.09,0.68,0
122,59,18,23.5000992,83.63488952,6.219469084,79.81328183,cotton,32.96,7419.6,0.88,0
140,38,15,24.1472953,75.88298598,6.021439523,69.91563467,cotton,41.36,2476.26,0.59,0
102,49,21,24.69315538,84.84422454,6.253343655,89.799462,cotton,43.25,6847.78,0.44,0
111,40,25,24.48469200000001,84.44932014,6.187455798999999,90.94342484,cotton,60.58,2968.81,0.54,0
131,35,18,24.49112609,82.24415809,7.0576933660000005,64.02949379,cotton,58.26,2481.23,0.92,0
135,43,16,23.47986888,81.73049149,6.720449769,86.76287924,cotton,52.03,3556.37,0.43,0
100,46,18,24.18586246,76.04203958,6.4316895060000006,69.08056728,cotton,54.03,9324.34,0.56,0
123,39,24,25.00755095,78.17952126,7.453106264,86.06411872,cotton,54.75,7387.31,0.79,1
117,56,15,25.99237426,77.0543546,7.368258226,89.1188212,cotton,55.7,9031.04,0.45,1
121,36,24,23.66457347,81.69105088,7.352401887,99.36898373,cotton,56.04,2397.31,0.87,0
101,58,18,25.66891439,81.38103349,6.652143699,78.59595817,cotton,42.04,8603.79,0.96,1
107,42,24,22.04612876,84.62978302,6.144631795,86.00758678,cotton,61.58,5320.67,0.36,0
100,41,22,22.4204752,84.55794703,7.318802162000001,93.46595573,cotton,69.4,1158.27,0.44,0
125,39,21,25.03149561,82.21276599,7.954629324,95.0191318,cotton,31.9,1079.62,0.59,0
105,60,23,23.53371386,77.21705554,6.207652157,87.54004943,cotton,39.0,3522.8,0.85,0
102,46,19,22.77076388,82.5993307,6.631005298,81.49543437,cotton,61.18,8105.2,0.64,0
131,49,22,25.49848236,79.9751579,7.306918817000001,67.05961949,cotton,32.36,4188.39,0.91,0
139,35,15,25.248679,83.4630147,5.898293044,86.55517751,cotton,53.54,2133.36,0.43,1
108,36,19,22.78249615,77.51235009,7.238566893,64.61444234,cotton,31.34,6083.83,0.75,0
118,45,23,23.37044424,77.43198948,7.977651226,71.67870701,cotton,33.7,1588.44,0.67,0
107,51,22,24.86560781,78.22080815,5.983075895,79.56866268,cotton,42.63,9487.27,0.98,0
125,60,17,24.14386157,84.51591287,6.785723961,80.36146974,cotton,32.88,1083.23,0.75,0
113,37,20,25.03300222,79.04368718,7.393441155,97.10087029,cotton,38.09,7776.51,0.83,0
131,52,16,23.65724079,84.47601498,6.486068274,88.54479121,cotton,63.33,3870.8,0.64,0
115,48,16,25.54359718,84.09229796,7.175934962,88.94245493,cotton,53.49,9587.84,0.51,1
113,38,25,22.00085141,79.47270984,7.388265887999999,90.42224164,cotton,47.92,8221.16,0.73,0
111,41,18,23.64328417,78.1258666,6.10539819,80.96157332,cotton,68.2,8583.14,0.99,0
111,53,19,23.96436009,78.02763149,6.419536555,84.63148859,cotton,44.77,7097.41,0.93,0
122,48,16,24.65425757,75.6350708,6.307585854,61.82980133,cotton,51.94,6299.86,0.72,0
108,46,17,24.3017998,84.87668973,6.93221485,65.0247867,cotton,63.66,1897.23,0.95,0
132,41,22,24.29144926,81.02453404,7.810865753,90.41694635,cotton,56.9,6987.17,0.52,0
103,42,17,24.29470232,84.61527627,6.527541661,81.05902285,cotton,39.28,4028.7,0.93,0
133,50,25,25.72180042,81.19666206,7.569454601,99.93100821,cotton,49.97,6541.1,0.87,1
127,37,18,24.87663664,76.30050373,7.041065585,91.9223468,cotton,69.63,4821.77,0.38,0
110,39,25,22.60612115,77.34264002,7.208795456,75.13617229,cotton,31.81,3396.08,0.56,0
131,38,19,23.86814008,75.68339729,6.814341946,90.4547185,cotton,58.92,9790.69,0.84,0
